timestamp,MM263,MM264,airflow,pressure,temperature
2025-01-01 00:00:00,0.45593762904753166,0.38350008263989627,4.15238977399456,101.39408374286965,18.496245961272255
2025-01-01 00:00:01,0.4404625931132756,0.375294237732147,4.183950824505353,101.38295242527697,18.553481012015148
2025-01-01 00:00:02,0.4626018659212983,0.3847785719441472,3.969315235048355,101.38209545658843,18.470924257855252
2025-01-01 00:00:03,0.4655298451397436,0.3432521495155621,3.9499456026247826,101.42904976517103,18.553115100927553
2025-01-01 00:00:04,0.4314697296038368,0.3419724160282562,4.022158863846651,101.40342063564664,18.660036870262886
2025-01-01 00:00:05,0.4398874477140268,0.3672426858048455,4.038124346714651,101.35081234639499,18.489281395652505
2025-01-01 00:00:06,0.4576714051257941,0.3910091047769357,4.017761734156046,101.42010779365465,18.33919170223738
2025-01-01 00:00:07,0.4529582999220803,0.3482708395315613,3.950136613471879,101.35433887024284,18.49063794983096
2025-01-01 00:00:08,0.45715956557290494,0.38304920433975187,3.904449870802429,101.42285669268408,18.483073097190843
2025-01-01 00:00:09,0.44772460566657535,0.35588791519007074,4.042863554887414,101.38806196474636,18.534786342331735
2025-01-01 00:00:10,0.46910575573619234,0.3982719977900153,3.7200874871767495,101.40517855746563,18.34339113248184
2025-01-01 00:00:11,0.46847013522632636,0.3931656994475173,3.9955482245699803,101.40208125636795,18.529168104208214
2025-01-01 00:00:12,0.4605043697080791,0.4002066993985188,3.94156276282338,101.39864175816152,18.469785955177702
2025-01-01 00:00:13,0.473805897032018,0.4171997662502704,4.056942337174596,101.40962838354577,18.568010525118726
2025-01-01 00:00:14,0.4664476641146482,0.400077856043237,4.0908497611735095,101.40605628693241,18.462606898683443
2025-01-01 00:00:15,0.4510760584234788,0.39439097367719256,4.11887036149992,101.45994872857106,18.573813783053353
2025-01-01 00:00:16,0.4663539800397771,0.38543117866678367,3.9794824834291282,101.41083237983335,18.383808377280353
2025-01-01 00:00:17,0.4509550908525206,0.4296183897189259,3.9425648245936418,101.41178659194875,18.50638094107775
2025-01-01 00:00:18,0.47352702992852447,0.3758239614030527,3.929836663772179,101.383342429443,18.427503496124498
2025-01-01 00:00:19,0.46290161844964184,0.3793377554953314,4.036076103290121,101.41631196510738,18.466492601040606
2025-01-01 00:00:20,0.46178857088172975,0.40412685403009707,3.8832902714977635,101.37443442564881,18.723440193681245
2025-01-01 00:00:21,0.45633297133655376,0.39686867941020304,4.135717907884982,101.43990302192525,18.43015935677397
2025-01-01 00:00:22,0.47966277729696033,0.411689735274009,3.9581228760513807,101.36112575781353,18.476608945373023
2025-01-01 00:00:23,0.46361696554879955,0.40159398690486753,4.0518650523624755,101.38060346081973,18.41520891046733
2025-01-01 00:00:24,0.46080124234221387,0.34956901478455094,3.874123798919289,101.35729623506522,18.482440248790166
2025-01-01 00:00:25,0.4621761873389183,0.41683537386637237,3.940221919463171,101.41901651716287,18.495294666678724
2025-01-01 00:00:26,0.4732408109238336,0.3938522439164211,3.8430362897769723,101.39396797234495,18.44881739756806
2025-01-01 00:00:27,0.4716803794702872,0.4186376140359166,4.079838514404604,101.42751895497321,18.633984088802634
2025-01-01 00:00:28,0.47268037561014875,0.36044803709110174,3.9836269822727455,101.37793035659233,18.600580007531917
2025-01-01 00:00:29,0.47332049988044683,0.40220745296223676,4.041059546478139,101.42339927481741,18.432713455435962
2025-01-01 00:00:30,0.4942639611720912,0.40503868635994933,3.964824360593851,101.42510702307074,18.574086400800528
2025-01-01 00:00:31,0.4640911810970484,0.40013475484998406,4.048522996448007,101.41432275684969,18.47063428651198
2025-01-01 00:00:32,0.46321560190037037,0.39480837374075034,3.985538127936688,101.40915191068787,18.410988157931882
2025-01-01 00:00:33,0.45998193224665673,0.39297368344217687,4.0017470680227705,101.41259854695514,18.45219633774771
2025-01-01 00:00:34,0.4775139424894873,0.3820507613030025,3.980887704263132,101.38141864453576,18.40943909400932
2025-01-01 00:00:35,0.484035094744328,0.4055640354105005,4.009590871328821,101.3767381643809,18.585503014099995
2025-01-01 00:00:36,0.46947551039353036,0.39111642186783735,4.03646110602844,101.42556924073499,18.44038811516318
2025-01-01 00:00:37,0.46110663330200286,0.3962451527244162,4.241033674107182,101.39844912545007,18.613841882970426
2025-01-01 00:00:38,0.4616305119030874,0.4055769759163958,4.14975629995512,101.42336838884913,18.522352670754334
2025-01-01 00:00:39,0.4796572877768752,0.4056206883287302,3.842281907908141,101.4565530377833,18.479088470494002
2025-01-01 00:00:40,0.4810851948228014,0.38114046246015837,3.970706730567057,101.3965653913202,18.4714983383181
2025-01-01 00:00:41,0.47899002150964975,0.4042880366403076,3.9532452962123554,101.392534119143,18.652169147750364
2025-01-01 00:00:42,0.46478210908333606,0.437416343741369,4.112280853023129,101.40106502489866,18.51307390205267
